"","vpdphy","mpdphy","sespd_cha$pd.obs.z","vpdfunc","mpdfunc","sespdfunc_cha$pd.obs.z","riq"
"6070611000",2024.92209748145,142.99151055584,1.20600692675954,0.377251932132147,2.69352283296302,-1.66689482179525,69
"6070611100",2209.94239079711,139.940737731612,0.685839210756291,0.428221304559317,2.67394257907244,-1.67201721077469,72
"6070611620",2036.60401819399,155.179971464052,1.54938805934817,0.542860180622379,2.73317536930996,-1.53145704582927,18
"6070613630",1638.50294781037,150.594933170455,1.33496003182611,0.262087073970076,2.75127026610412,0.888880408631014,33
"6070613640",2068.45557699075,144.68688221371,-0.0341292388653906,0.265805417623692,2.73021863879012,0.540502488990698,32
"6070615450",1736.8562200473,145.257614513369,1.25772849490989,0.343964552613407,2.82929761062378,0.000572863691783959,34
"6070619500",1559.78166066988,134.480539381818,-0.573253421394645,0.40201150769254,2.85618465504484,0.10610383856797,11
"6070620420",1687.78415316342,148.636723964912,0.585768729783236,0.293218483162374,2.81487812434616,0.320381935107266,39
"6070620660",1509.31440134973,147.72906501016,0.201852231286209,0.245194787705718,2.85816356693126,1.58179428867485,53
"6070622560",1997.19775220719,145.819864575858,0.72846332854503,0.262207434349474,2.82468750669621,1.40195049841435,43
"6070622980",1861.33286899531,145.472755285495,1.04499245851204,0.331401436874883,2.7423622702675,-0.0120979127916925,89
"6070623070",2182.85691672006,148.235931230769,-0.32242972632097,0.357959269140962,2.85411894736511,-0.154291610798416,13
"6070623230",1418.78839837433,148.782326153846,0.597578313542204,0.15944221225718,2.88569620817791,1.41805195884284,13
"6070624770",1832.56414249325,144.415729613891,1.38094962858542,0.316750054886435,2.77263220039101,1.38850809559528,104
"6070624870",2642.98064126117,133.970361103914,1.28931230683816,0.460957060261584,2.50246389613638,-1.32784782742959,39
"6070626370",1605.70543140799,145.032799613087,-0.315800376178449,0.209905166637722,2.94536217384778,1.67087543093691,38
"6070628030",1818.3073994413,146.73830758361,0.219340856124791,0.326715997951078,2.80589678352186,-0.0966903735063236,43
"6070629890",1654.72362248716,147.093997531194,-0.314482381278436,0.261057756381207,2.82364034897933,1.34473418958547,34
"6070637270",2090.28120124287,146.811604950739,0.163477283292285,0.337431529753832,2.67732841290671,-0.847367279547575,29
"6070653280",2074.74215335402,150.006709368984,0.110252230119844,0.321357822867532,2.77551953186203,-0.37606820435808,34
